IMDbId,IMDb_score,box_office_rank,genre_list,release_year,title
tt0435761,8.3,1,"Animation, Adventure, Comedy",2010,Toy Story 3 (2010)
tt1014759,6.5,2,"Adventure, Family, Fantasy",2010,Alice in Wonderland (I) (2010)
tt1228705,7.0,3,"Action, Adventure, Sci-Fi",2010,Iron Man 2 (2010)
tt1325004,4.9,4,"Adventure, Drama, Fantasy",2010,The Twilight Saga: Eclipse (2010)
tt0926084,7.7,5,"Adventure, Family, Fantasy",2010,Harry Potter and the Deathly Hallows: Part 1 (2010)
tt1375666,8.8,6,"Action, Adventure, Sci-Fi",2010,Inception (2010)
tt1323594,7.7,7,"Animation, Adventure, Comedy",2010,Despicable Me (2010)
tt0892791,6.3,8,"Animation, Adventure, Comedy",2010,Shrek Forever After (2010)
tt0892769,8.1,9,"Animation, Adventure, Comedy",2010,How to Train Your Dragon (2010)
tt0398286,7.8,10,"Animation, Adventure, Comedy",2010,Tangled (2010)
tt1155076,6.2,11,"Action, Drama, Family",2010,The Karate Kid (2010)
tt1104001,6.8,12,"Action, Adventure, Sci-Fi",2010,Tron (2010)
tt1403865,7.6,13,"Adventure, Drama, Western",2010,True Grit (2010)
tt0800320,5.8,14,"Action, Adventure, Fantasy",2010,Clash of the Titans (2010)
tt1375670,6.0,15,Comedy,2010,Grown Ups (2010)
tt0970866,5.5,16,"Comedy, Romance",2010,Little Fockers (2010)
tt1001526,7.3,17,"Animation, Action, Comedy",2010,Megamind (2010)
tt1504320,8.0,18,"Biography, Drama",2010,The King's Speech (2010)
tt0938283,4.2,19,"Action, Adventure, Family",2010,The Last Airbender (2010)
tt1130884,8.1,20,"Mystery, Thriller",2010,Shutter Island (2010)
tt1386588,6.7,21,"Action, Comedy, Crime",2010,The Other Guys (2010)
tt0944835,6.4,22,"Action, Crime, Mystery",2010,Salt (2010)
tt1116184,7.1,23,"Documentary, Action, Comedy",2010,Jackass 3D (2010)
tt0817230,5.7,24,"Comedy, Romance",2010,Valentine's Day (I) (2010)
tt0947798,8.0,25,"Drama, Thriller",2010,Black Swan (2010)
tt0955308,6.7,26,"Action, Adventure, Drama",2010,Robin Hood (2010)
tt0980970,6.3,27,"Adventure, Family, Fantasy",2010,The Chronicles of Narnia: The Voyage of the Dawn Treader (2010)
tt1320253,6.5,28,"Action, Adventure, Thriller",2010,The Expendables (2010)
tt1231583,6.6,29,"Comedy, Drama",2010,Due Date (2010)
tt1302067,4.6,30,"Animation, Adventure, Comedy",2010,Yogi Bear (2010)
tt1279935,6.3,31,"Comedy, Crime, Romance",2010,Date Night (2010)
tt1285016,7.7,32,"Biography, Drama",2010,The Social Network (2010)
tt1261945,4.4,33,"Comedy, Drama, Romance",2010,Sex and the City 2 (2010)
tt1037705,6.9,34,"Action, Adventure, Drama",2010,The Book of Eli (2010)
tt0964517,7.8,35,"Biography, Drama, Sport",2010,The Fighter (I) (2010)
tt0840361,7.6,36,"Crime, Drama, Thriller",2010,The Town (2010)
tt0473075,6.6,37,"Action, Adventure, Fantasy",2010,Prince of Persia: The Sands of Time (2010)
